remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;MAC-A5CB40;Isoniazida 300 mg comprimido;Isoniazida;300 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-46F662;Isossorbida, dinitrato ou mononitrato 20mg comprimido sub- lingual;Isossorbida, dinitrato ou mononitrato;20mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-F688B9;Isossorbida, dinitrato ou mononitrato 5mg comprimido sub- lingual;Isossorbida, dinitrato ou mononitrato;5mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário, Maleta;;oral;ativo
23/09/2026;MAC-FFE038;Isoxsuprina, cloridrato 5mg/ml solução injetável ampola 2ml;Isoxsuprina, cloridrato;5mg/ml;solução injetável;ampola 2ml;HPM;;injetável;ativo
23/09/2026;MAC-73AD40;Itraconazol 100mg cápsula gelatinosa dura;Itraconazol;100mg;cápsula;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-E7DF09;Ivermectina 6mg comprimido;Ivermectina;6mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-682FE6;Lactulose medida 667mg/ml xarope frasco 120ml + copo;Lactulose medida;667mg/ml;xarope;frasco 120ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-92AA9D;Lamivudina (3TC) 150mg, comprimido revestido;Lamivudina (3TC);150mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-693C4B;Lamivudina (3TC) Solução Oral 10mg/ml;Lamivudina (3TC);10mg/ml;solução oral;;IST;;oral;ativo
23/09/2026;MAC-C0C437;Lancetas Para Punção Digital, unidade;Lancetas Para Punção Digital, unidade;;;unidade;CEM, EMERG, FM, HPM, HPMS, UBS;;;ativo
23/09/2026;MAC-7F78C4;Levetiracetam 100mg comprimido (port.nº 344/98 Lista C1);Levetiracetam;100mg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-19F9EB;Levetiracetam 100mg/ml suspensão oral frasco 100ml (port.nº 344/98 Lista C1);Levetiracetam;100mg/ml;suspensão oral;frasco 100ml;HPM;;oral;ativo
23/09/2026;MAC-D94566;Levodopa 100mg + Benserazida, cloridrato 25mg comprimido dispersível;Levodopa;100mg;comprimido;;HPM, FM;;oral;ativo
23/09/2026;MAC-35393B;Levodopa 200mg + Benserazida, cloridrato 50mg comprimido;Levodopa;200mg;comprimido;;HPM, FM;;oral;ativo
23/09/2026;MAC-F72DD6;Levofloxacino 500mg comprimido;Levofloxacino;500mg;comprimido;;HPM, HPMS, EMERG, IST;;oral;ativo
23/09/2026;MAC-06D6E3;Levofloxacino 5mg/ml solução injetável Iv bolsa/frasco sistema fechado 100ml;Levofloxacino;5mg/ml;solução injetável;frasco;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-12CCE6;Levomepromazina, maleato 100mg comprimido revestido (port.nº 344/98 Lista C1);Levomepromazina, maleato;100mg;comprimido revestido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-1EA6B9;Levomepromazina, maleato 25mg comprimido revestido (port.nº 344/98 Lista C1);Levomepromazina, maleato;25mg;comprimido revestido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-F4CE74;Levonorgestrel 0,15mg + Etinilestradiol 0,03mg comprimido ou drágea;Levonorgestrel;0,15mg;comprimido;;IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-91CE9A;Levonorgestrel 0,75mg comprimido;Levonorgestrel;0,75mg;comprimido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-C09943;Levotiroxina sódica 100mcg comprimido;Levotiroxina sódica;100mcg;comprimido;;HPM, HPMS, FM, Dispensário;;oral;ativo
23/09/2026;MAC-8C99F2;Levotiroxina sódica 25mcg comprimido;Levotiroxina sódica;25mcg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D27492;Levotiroxina sódica 50mcg comprimido;Levotiroxina sódica;50mcg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-E1B892;Lidocaína, 30g cloridrato 20mg/g (2%) gel tópico bisnaga;Lidocaína;20mg/g (2%);gel;bisnaga;HPM, HPMS, EMERG, CEM, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-7F0FB3;Lidocaína, cloridrato 100mg/ml (10%) solução tópica spray/aerossol 50ml;Lidocaína, cloridrato;100mg/ml (10%);solução tópica;;HPM, HPMS, CEM, UBS;;tópica;ativo
23/09/2026;MAC-62B077;Lidocaína, cloridrato 20mg/ml (2%) + Epinefrina, hemitartarato solução injetável frasco ampola 20ml;Lidocaína, cloridrato;20mg/ml (2%);solução injetável;frasco ampola 20ml;HPM, CEM;;injetável;ativo
23/09/2026;MAC-A4B3F2;Lidocaína, cloridrato 20mg/ml (2%) solução injetável ampola 5ml - Sem Vasoconstritor;Lidocaína, cloridrato;20mg/ml (2%);solução injetável;ampola 5ml;HPM, HPMS, EMERG, CEM, Maleta;;injetável;ativo
23/09/2026;MAC-F66237;Lidocaína, cloridrato 20mg/ml (2%) solução injetável frasco ampola 20ml - Sem Vasoconstritor;Lidocaína, cloridrato;20mg/ml (2%);solução injetável;frasco ampola 20ml;HPM, Maleta;;injetável;ativo
23/09/2026;MAC-32FE7C;Linezolida 2mg/ml solução injetável infus. bolsa sistema fechado 300ml;Linezolida;2mg/ml;solução injetável;bolsa;HPM;;injetável;ativo
23/09/2026;MAC-BBA574;Loperamida, cloridrato 2MG comprimido;Loperamida, cloridrato;2MG;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-BF5081;Lopinavir + Ritonavir (LPV/R) 100mg + 25mg, comprimido revestido;Lopinavir + Ritonavir (LPV/R);100mg + 25mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-D801D2;Lopinavir 20mg/ml + Ritonavir (LPV/R) 80mg/ml;Lopinavir;20mg/ml;;;IST;;;ativo
23/09/2026;MAC-B5A283;Loratadina 10mg comprimido;Loratadina;10mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-00CBB9;Loratadina 1mg/ml xarope 100ml + copo medida;Loratadina;1mg/ml;xarope;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-26511B;Lorazepam 2mg comprimido (Portaria nº344/98 - Lista B1);Lorazepam;2mg;comprimido;;HPM;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;MAC-4D632B;Losartana potássica 50mg comprimido revestido;Losartana potássica;50mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D970E0;Manitol 200mg/ml (0,2g/ml ou 20%) solução injetável Iv bolsa/frasco sistema fechado 250 ml;Manitol;200mg/ml;solução injetável;frasco;HPM, HPMS, EMERG, FMC;;injetável;ativo
23/09/2026;MAC-53B184;Maraviroque (MVQ) 150mg, comprimido revestido;Maraviroque (MVQ);150mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-07E316;Medicamentos Homeopáticos Conforme Farmacopeia Homeopática Brasileira 3ª Edição;Medicamentos Homeopáticos Conforme Farmacopeia Homeopática Brasileira 3ª Edição;;;;FM, FMC;;;ativo
23/09/2026;MAC-CFF676;Medroxiprogesterona, comprimido acetato de 10mg;Medroxiprogesterona;10mg;comprimido;;FM, IST, Dispensário;;oral;ativo
23/09/2026;MAC-647178;Medroxiprogesterona, suspensão injetável f/a 1ml acetato 150mg/ml;Medroxiprogesterona;150mg/ml;suspensão injetável;;FM, UBS, IST, Dispensário;;injetável;ativo
23/09/2026;MAC-D49FEF;Meio De Contraste De Baixa Osmolaridade Não Iônico frasco 500ml (iobitridol 300mg/ml solução injetável frasco 500ml);Meio De Contraste De Baixa Osmolaridade Não Iônico frasco;300mg/ml;solução injetável;frasco 500ml;HPM;;injetável;ativo
23/09/2026;MAC-8C94FE;Meropeném pó para solução injetável frasco ampola 500mg;Meropeném;500mg;pó para solução injetável;frasco ampola 500mg;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-EE8B61;Metadona, cloridrato 5mg comprimido (Portaria nº344/98 - Lista A1);Metadona, cloridrato;5mg;comprimido;;HPM;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;MAC-AB1793;Metformina, cloridrato 500mg comprimido revestido;Metformina, cloridrato;500mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-A8758D;Metformina, cloridrato 850mg comprimido revestido;Metformina, cloridrato;850mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-97DDCC;Metildopa 250mg comprimido revestido;Metildopa;250mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-ABA03A;Metilergometrina, injetável maleato 0,2mg/ml solução ampola 1ml;Metilergometrina;0,2mg/ml;injetável;ampola 1ml;HPM;;injetável;ativo
23/09/2026;MAC-92F85C;Metilprednisolona, acetato suspensão injetável 40mg/ml frasco ampola 2ml;Metilprednisolona, acetato;40mg/ml;suspensão injetável;frasco ampola 2ml;HPM;;injetável;ativo
23/09/2026;MAC-C82683;Metilprednisolona, succinato sódico 500mg pó liofilizado injetável frasco ampola + ampola diluente 8ml;Metilprednisolona, succinato sódico;500mg;pó liofilizado;frasco ampola;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-88175D;Metoclopramida, cloridrato 10 mg comprimido;Metoclopramida, cloridrato;10 mg;comprimido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-82758A;Metoclopramida, cloridrato 5mg/ml solução injetável ampola 2ml;Metoclopramida, cloridrato;5mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-F2F369;Metoclopramida, oral cloridrato 4mg/ml (0,4%) solução frasco 10ml;Metoclopramida, oral cloridrato;4mg/ml (0,4%);solução;frasco 10ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;;ativo
23/09/2026;MAC-0D1CF8;Metoprolol, succinato 25mg comprimido lib.prolongada;Metoprolol, succinato;25mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-60CBAC;Metoprolol, succinato 50mg comprimido lib.prolongada;Metoprolol, succinato;50mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-87E588;Metoprolol, tartarato 1 mg/ml solução injetável ampola 5ml;Metoprolol, tartarato;1 mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-B7D6A7;Metronidazol 100mg/g gel vaginal aplicador, bisnaga 50g;Metronidazol;100mg/g;gel;bisnaga 50g;HPM, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-E681E3;Metronidazol 250 mg comprimido;Metronidazol;250 mg;comprimido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D5688D;Metronidazol 5mg/ml solução injetável bolsa/frasco sistema fechado 100 ml;Metronidazol;5mg/ml;solução injetável;frasco;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-3411D3;Metronidazol/ Benzoilmetronidazol 40mg/ml suspensão oral frasco 80-100ml + copo medida;Metronidazol/ Benzoilmetronidazol;40mg/ml;suspensão oral;frasco 80;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-3DF82C;Micafungina 50mg pó liofilizado para solução injetável frasco ampola;Micafungina;50mg;pó liofilizado para solução injetável;frasco ampola;HPM;;injetável;ativo
23/09/2026;MAC-C37CDB;MICONAZOL,nitrato 80g + aplicador 20mg/g (2%) creme vaginal bisnaga;MICONAZOL,nitrato;20mg/g (2%);creme vaginal;bisnaga;UBS, IST, FM, Dispensário;;vaginal;ativo
23/09/2026;MAC-D269D8;MICONAZOL,nitrato bisnaga 28/30g 20mg/g (2%) creme dermatológico;MICONAZOL,nitrato bisnaga 28/;20mg/g (2%);creme dermatológico;bisnaga 28;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-B6703B;Midazolam / Midazolam, maleato 5mg/ml solução injetável ampola 10ml (port.nº 344/98 Lista B1);Midazolam / Midazolam, maleato;5mg/ml;solução injetável;ampola 10ml;HPM, HPMS, EMERG, Maleta;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-C17C4B;Midazolam / Midazolam, maleato 5mg/ml solução injetável ampola 3ml (port.nº 344/98 Lista B1);Midazolam / Midazolam, maleato;5mg/ml;solução injetável;ampola 3ml;HPM, HPMS;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-BD5E2B;Milrinona, 10ml lactato 1mg/ml solução injetável ampola;Milrinona;1mg/ml;solução injetável;ampola;HPM;;injetável;ativo
23/09/2026;MAC-551485;Misoprostol 200mcg comprimido vaginal (port.nº 344/98 Lista C1);Misoprostol;200mcg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-F3EA47;Misoprostol 25mcg comprimido vaginal (port.nº 344/98 Lista C1);Misoprostol;25mcg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-C5B2CD;Morfina, sulfato 0,2mg/ml solução injetável ampola 1ml s/conservante (port.nº 344/98 Lista A1);Morfina, sulfato;0,2mg/ml;solução injetável;ampola 1ml;HPM;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-FF8EBD;Morfina, sulfato 10mg comprimido (port.nº 344/98 Lista A1);Morfina, sulfato;10mg;comprimido;;HPM, HPMS, EMERG, FM;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;MAC-955BDF;Morfina, sulfato 10mg/ml solução injetável ampola 1ml s/conservante (port.nº 344/98 Lista A1);Morfina, sulfato;10mg/ml;solução injetável;ampola 1ml;HPM, HPMS, EMERG, Maleta;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-CE6A8A;Morfina, sulfato 1mg/ml solução injetável ampola 2ml s/conservante (port.nº 344/98 Lista A1);Morfina, sulfato;1mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-53036F;Morfina, sulfato 30mg comprimido (port.nº 344/98 Lista A1);Morfina, sulfato;30mg;comprimido;;HPM, HPMS, EMERG, FM;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;MAC-91E8BD;Moxifloxacino, cloridrato 1,6mg/ml solução injetável bolsa sistema fechado 250ml;Moxifloxacino, cloridrato;1,6mg/ml;solução injetável;bolsa;HPM;;injetável;ativo
23/09/2026;MAC-CE1AA7;N-butilbrometo De Escopolamina 10mg comprimido revestido/drágea;N-butilbrometo De Escopolamina;10mg;comprimido revestido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-0B0A7A;N-butilbrometo De Escopolamina 20mg/ml solução injetável ampola 1ml;N-butilbrometo De Escopolamina;20mg/ml;solução injetável;ampola 1ml;HPM, HPMS, EMERG, CEM;;injetável;ativo
23/09/2026;MAC-C130B1;N-butilbrometo De Escopolamina 4mg/ml + Dipirona sódica 500mg/ml solução injetável ampola 5ml;N-butilbrometo De Escopolamina;4mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG, CEM;;injetável;ativo
23/09/2026;MAC-970FEA;N-butilbrometo De Escopolamina 6,67mg/ml \+ Dipirona 333,4mg/ml solução oral frasco 20ml;N-butilbrometo De Escopolamina;6,67mg/ml;solução oral;frasco 20ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-CB1677;Nalbufina, cloridrato 10mg/ml solução injetável ampola 1ml (port.nº 344/98 Adendo da Lista A2);Nalbufina, cloridrato;10mg/ml;solução injetável;ampola 1ml;HPM;;injetável;ativo
23/09/2026;MAC-90A65E;Naloxona, cloridrato 0,4mg/ml solução injetável ampola 1ml (port.nº 344/98 Lista C1);Naloxona, cloridrato;0,4mg/ml;solução injetável;ampola 1ml;HPM, HPMS, EMERG, CEM, Maleta;;injetável;ativo
23/09/2026;MAC-F9F3BD;Neomicina, sulfato 5mg/g +bacitracina zíncica 250UI/g pomada dermatológica bisnaga 10-15g;Neomicina, sulfato;5mg/g;pomada;bisnaga 10;HPM, HPMS, EMERG, CEM, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-F00B47;Neostigmina, metilsulfato 0,5mg/ml ampola 1ml;Neostigmina, metilsulfato;0,5mg/ml;;ampola 1ml;HPM, HPMS;;;ativo
23/09/2026;MAC-CB401E;Nevirapina (NVP) 200mg, comprimido;Nevirapina (NVP);200mg;comprimido;;IST;;oral;ativo
23/09/2026;MAC-734B17;Nevirapina (NVP) Suspensão Oral 50mg/5ml – Frasco Com 100ml;Nevirapina (NVP);50mg/5ml;suspensão oral;Frasco;IST;;oral;ativo
23/09/2026;MAC-1FEEC5;Nicotina 14mg;Nicotina;14mg;;;PROG.CESAF;;;ativo
23/09/2026;MAC-D204EA;Nicotina 21mg;Nicotina;21mg;;;PROG.CESAF;;;ativo
23/09/2026;MAC-D7CAC8;Nicotina 2mg goma de mascar ou pastilha;Nicotina;2mg;goma de mascar;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-CC5FFA;Nicotina 7mg;Nicotina;7mg;;;PROG.CESAF;;;ativo
23/09/2026;MAC-A39D99;Nifedipino 10mg comprimido;Nifedipino;10mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-814F02;Nifedipino 20 mg comprimido revestido retard;Nifedipino;20 mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-6B4926;Nimodipino 30mg comprimido revestido;Nimodipino;30mg;comprimido revestido;;HPM;;oral;ativo
23/09/2026;MAC-FC3E65;Nirmatrelvir + Ritonavir 150mg + 100mg comprimido;Nirmatrelvir + Ritonavir;150mg + 100mg;comprimido;;PSM;;oral;ativo
23/09/2026;MAC-F3161E;Nistatina 100.000UI/ml suspensão oral frasco 50ml + conta- gotas;Nistatina;100.000UI/ml;suspensão oral;frasco 50ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-DC4C8B;Nistatina 25.000 UI/g creme vaginal bisnaga 60g + aplicador;Nistatina;25.000 UI;creme vaginal;bisnaga 60g;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;vaginal;ativo
23/09/2026;MAC-948644;Nitrato De Prata 5g - bastão;Nitrato De Prata;5g;;;;;;ativo
23/09/2026;MAC-B5955C;Nitrazepam 5mg comprimido (port.nº 344/98 Lista B1);Nitrazepam;5mg;comprimido;;FM;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;MAC-6B97A4;Nitrofurantoína 100mg cápsula gel dura;Nitrofurantoína;100mg;cápsula;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-064877;Nitroglicerina 10ml 5mg/ml solução injetável ampola;Nitroglicerina;5mg/ml;solução injetável;ampola;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-703756;Nitroprusseto De Sódio 50mg pó liof para injetável + diluente ampola 2ml ou 25mg/ml solução injetável ampola 2ml;Nitroprusseto De Sódio;25mg/ml;pó;ampola 2ml;HPM, HPMS, EMERG, Maleta;;;ativo
23/09/2026;MAC-768941;Norepinefrina, hemitartarato 2mg/ml solução injetável ampola 4ml;Norepinefrina, hemitartarato;2mg/ml;solução injetável;ampola 4ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-BCB9BA;Noretisterona 0,35 mg comprimido;Noretisterona;0,35 mg;comprimido;;IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-627B81;Noretisterona, enantato 50mg + Estradiol, valerato 5mg/ml solução injetável ampola 1ml + seringa;Noretisterona, enantato;5mg/ml;solução injetável;ampola 1ml;IST, FM, Dispensário;;injetável;ativo
23/09/2026;MAC-AD6878;Nortriptilina, cloridrato 25mg cápsula gel.dura (port.nº 344/98 Lista C1);Nortriptilina, cloridrato;25mg;cápsula;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-1501D2;Nutrição Parenteral Dupla (sem Lipídeo) - Uso Adulto - bolsa de Np com formulações pré-fabricadas, com concentração fixas de aminoácidos, glicose e eletrólitos, com variedade suficiente para atender pacientes que não podem usar o trato gastrointestinal com alterações metabólicas dos lipídeos, hipometabolismo, insuficiência hepática, insuficiência renal, para administração por via venosa central. Solução de Nutrição Parenteral pré-fabricadas, pronta para o uso em sistema fechado, estéril e apirogência, contendo solução de poliaminoácidos e glicose em bolsa de única ou dupla câmara, relação Kcal/gN entre 80-100, volume final de 1000 – 1300ml, osmolaridade superior a 900 mOsm/litro, para administração central. Devem ser acondicionadas em bolsas de Eva com volume final de 1000 – 1300ml mais volume para preenchimento de equipo de acordo com prescrição médica e Portaria nº272 de 08 de abril de 1998 do Ministério da Saúde.;Nutrição Parenteral Dupla (sem Lipídeo) - Uso Adulto - bolsa de Np com formulações pré-fabricadas, com concentração fixas de aminoácidos, glicose e eletrólitos, com variedade suficiente para atender pacientes que não podem usar o trato gastrointestinal;1300ml;solução;bolsa;HPM;;;ativo
23/09/2026;MAC-646D61;Nutrição Parenteral Tripla Hiperproteica - Uso Adulto – bolsa de Np com formulações pré-fabricadas, com concentrações fixas de aminoácidos, glicose, lipídeos e eletrólitos, com variedade suficiente para atender necessidades especiais de proteínas e lipídeos, que não podem usar o trato gastrointestinal com alterações metabólicas dos lipídeos, hipometabolismo, insuficiência hepática, insuficiência renal, para administração por via venosa central. Solução de Nutrição Parenteral pré-fabricadas, pronta para o uso em sistema fechado, estéril e apirogência, contendo solução de poliaminoácidos (55 a 65 g), lipideos (com 75 a 85% de óleo de oliva) e glicose (100 a 120 g) em bolsa de dupla ou tripla câmara, relação Kcal/gN entre 90-120, volume final de 1000 – 1300ml, osmolaridade superior a 900 mOsm/litro, para administração central. Devem ser acondicionadas em bolsas de Eva com volume final de 1000 – 1300ml mais volume para preenchimento de equipo de acordo com prescrição médica e Portaria nº272 de 08 de abril de 1998 do Ministério da Saúde;Nutrição Parenteral Tripla Hiperproteica - Uso Adulto – bolsa de Np com formulações pré-fabricadas, com concentrações fixas de aminoácidos, glicose, lipídeos e eletrólitos, com variedade suficiente para atender necessidades especiais de proteínas e;85%;solução;bolsa;HPM;;;ativo
23/09/2026;MAC-66BEDC;Nutrição Parenteral Uso Adulto - bolsa de Np com formulações pré-fabricadas, concentração fixa de aminoácidos, glicose, lipídios e eletrólitos, com variedade suficiente para atender pacientes que não podem usar o trato gastrointestinal com ou sem alterações metabólicas, hipometabolismo, insuficiência hepática, insuficiência renal, para administração por via venosa central. Solução de Nutrição Parenteral pré-fabricadas, pronta para o uso em sistema fechado, estéril e apirogência, contendo solução de poliaminoácidos, glicose e emulsão lipidica em bolsa de tripla câmara, relação Kcal/gN entre 130-160, volume final de 1000 - 1300ml, osmolaridade superior a 900 mOsm/litro, para administração central. Devem ser acondicionadas em bolsas de Eva com volume final de 1000 – 1300 ml mais volume para preenchimento de equipo de acordo com prescrição médica e Portaria nº272 de 08 de abril de 1998 do Ministério da Saúde.;Nutrição Parenteral Uso Adulto - bolsa de Np com formulações pré-fabricadas, concentração fixa de aminoácidos, glicose, lipídios e eletrólitos, com variedade suficiente para atender pacientes que não podem usar o trato gastrointestinal com ou sem;1300ml;solução;bolsa;HPM;;;ativo
23/09/2026;MAC-29100C;Ocitocina 5 UI/ml solução injetável ampola 1ml;Ocitocina;5 UI/ml;solução injetável;ampola 1ml;HPM;;injetável;ativo
23/09/2026;MAC-3AED7A;Octreotida, acetato 0,1 mg/ml solução injetável ampola 1ml;Octreotida, acetato;0,1 mg/ml;solução injetável;ampola 1ml;HPM;;injetável;ativo
23/09/2026;MAC-FAECDA;Ofloxacino 400 mg comprimido;Ofloxacino;400 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-62C574;Oleato De Monoetanolamina solução injetável ampola 2ml 50mg/ml;Oleato De Monoetanolamina;50mg/ml;solução injetável;ampola 2ml;HPM;;injetável;ativo
23/09/2026;MAC-7D4048;Oligoelementos (Cu+Cr+Zn+Mn) solução injetável Iv ampola 2ml (sulfato de zinco heptaidratado + sulfato de manganês monoidratado + sulfato cúprico pentaidratado + cloreto crômico hexaidratado);Oligoelementos (Cu+Cr+Zn+Mn);2ml;solução injetável;ampola 2ml;HPM;;injetável;ativo
23/09/2026;MAC-EFEE74;Omeprazol 20mg cápsula gel.dura;Omeprazol;20mg;cápsula;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D92DA2;Omeprazol 40mg pó liof.para solução injetável Iv f/a \+ ampola diluente 10ml;Omeprazol;40mg;pó;ampola;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-261851;Ondansetrona, cloridrato 2mg/ml solução injetável ampola 4ml;Ondansetrona, cloridrato;2mg/ml;solução injetável;ampola 4ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-FC4B4C;Ondansetrona, cloridrato di-hidratado 4mg comprimido ou comprimido dispersível;Ondansetrona, cloridrato di-hidratado;4mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-ADA33E;Oseltamivir 30mg cápsula;Oseltamivir;30mg;cápsula;;HPM, HPMS, EMERG, IST;;oral;ativo
23/09/2026;MAC-8E71B7;Oseltamivir 45 mg cápsula;Oseltamivir;45 mg;cápsula;;HPM, HPMS, EMERG, IST;;oral;ativo
23/09/2026;MAC-B9340C;Oseltamivir 75 mg cápsula;Oseltamivir;75 mg;cápsula;;HPM, HPMS, EMERG, IST;;oral;ativo
23/09/2026;MAC-AFE13D;Oxacilina f/a sódica 500mg pó liof.para solução injetável;Oxacilina f/a sódica;500mg;pó;;HPM, HPMS, EMERG;;;ativo
23/09/2026;MAC-A34815;Oxibuprocaina 4 mg/ml solução oftálmica frasco 10ml (port.nº 344/98 Lista C1);Oxibuprocaina;4 mg/ml;solução oftálmica;frasco 10ml;HPM, HPMS, EMERG, CEM;;oftálmica;ativo
23/09/2026;MAC-9F65C7;Papaína 10% - creme, bisnaga 60g;Papaína;10%;creme;bisnaga 60g;HPM, UBS;;tópica;ativo
23/09/2026;MAC-695B04;Paracetamol 200mg/ml solução oral frasco 15ml;Paracetamol;200mg/ml;solução oral;frasco 15ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-B2C37E;Paracetamol 500mg + Codeína, fosfato 30mg comprimido (Portaria nº344/98 - Adendo Lista A2);Paracetamol;500mg;comprimido;;HPM;;oral;ativo
